Background Questions,,,,,,,,,,,,,,
,,Very Familiar,Familiar,Neutral,Not Familiar,Not Familiar At All,Count,,,,,,,
All Respondents,_____________   _____________,13.6%,36.4%,18.2%,13.6%,18.2%,22,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,0.0%,12.5%,37.5%,12.5%,37.5%,8,,,,,,,
,Biotechnology/ Life Science Service,14.3%,42.9%,14.3%,28.6%,0.0%,7,,,,,,,
,Other,33.3%,50.0%,0.0%,0.0%,16.7%,6,,,,,,,
Position,CEO/CFO,16.7%,8.3%,33.3%,25.0%,16.7%,12,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",25.0%,25.0%,0.0%,0.0%,50.0%,4,,,,,,,
,Service Provider,0.0%,100.0%,0.0%,0.0%,0.0%,1,,,,,,,
,Business Dev Director,0.0%,100.0%,0.0%,0.0%,0.0%,2,,,,,,,
,Other/Research,0.0%,100.0%,0.0%,0.0%,0.0%,2,,,,,,,
NJ Employees,Less than 10,12.5%,37.5%,25.0%,0.0%,25.0%,8,,,,,,,
,10 - 49,20.0%,20.0%,40.0%,20.0%,0.0%,5,,,,,,,
,50 or More,0.0%,25.0%,0.0%,50.0%,25.0%,4,,,,,,,
BioNJ Membership,Former member,18.2%,45.5%,18.2%,18.2%,0.0%,11,,,,,,,
,Never member,9.1%,27.3%,18.2%,9.1%,36.4%,11,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,10.0%,30.0%,30.0%,20.0%,10.0%,10,,,,,,,
,Some responsibility,11.1%,44.4%,11.1%,11.1%,22.2%,9,,,,,,,
,No responsibility,33.3%,33.3%,0.0%,0.0%,33.3%,3,,,,,,,
,,,,,,,,,,,,,,
Q7k Familiarity with Life Sciences Talent Network at BioNJ (non-member),,,,,,,,,,,,,,
,,Life Sciences Talent Network at BioNJ,,,,,Total,,,,,,,
,,Very Familiar,Familiar,Neutral,Not Familiar,Not Familiar At All,Count,,,,,,,
All Respondents,_____________   _____________,9.1%,9.1%,45.5%,22.7%,13.6%,22,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,0.0%,0.0%,37.5%,37.5%,25.0%,8,,,,,,,
,Biotechnology/ Life Science Service,0.0%,14.3%,57.1%,28.6%,0.0%,7,,,,,,,
,Other,33.3%,16.7%,33.3%,0.0%,16.7%,6,,,,,,,
Position,CEO/CFO,8.3%,0.0%,50.0%,33.3%,8.3%,12,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",0.0%,25.0%,0.0%,25.0%,50.0%,4,,,,,,,
,Service Provider,0.0%,0.0%,100.0%,0.0%,0.0%,1,,,,,,,
,Business Dev Director,50.0%,50.0%,0.0%,0.0%,0.0%,2,,,,,,,
,Other/Research,0.0%,0.0%,100.0%,0.0%,0.0%,2,,,,,,,
NJ Employees,Less than 10,12.5%,12.5%,50.0%,12.5%,12.5%,8,,,,,,,
,10 - 49,20.0%,20.0%,20.0%,40.0%,0.0%,5,,,,,,,
,50 or More,0.0%,0.0%,50.0%,25.0%,25.0%,4,,,,,,,
BioNJ Membership,Former member,9.1%,9.1%,72.7%,9.1%,0.0%,11,,,,,,,
,Never member,9.1%,9.1%,18.2%,36.4%,27.3%,11,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,0.0%,0.0%,70.0%,30.0%,0.0%,10,,,,,,,
,Some responsibility,11.1%,22.2%,33.3%,11.1%,22.2%,9,,,,,,,
,No responsibility,33.3%,0.0%,0.0%,33.3%,33.3%,3,,,,,,,
,,,,,,,,,,,,,,
"Q7l Familiarity with Industry surveys, e.g. benchmarking, economic impacts, etc (non-member)",,,,,,,,,,,,,,
,,"Industry surveys, e.g. benchmarking, economic impacts, etc",,,,,Total,,,,,,,
,,Very Familiar,Familiar,Neutral,Not Familiar,Not Familiar At All,Count,,,,,,,
All Respondents,_____________   _____________,4.5%,27.3%,40.9%,13.6%,13.6%,22,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,0.0%,12.5%,50.0%,12.5%,25.0%,8,,,,,,,
,Biotechnology/ Life Science Service,0.0%,42.9%,28.6%,28.6%,0.0%,7,,,,,,,
,Other,16.7%,33.3%,33.3%,0.0%,16.7%,6,,,,,,,
Position,CEO/CFO,8.3%,16.7%,41.7%,25.0%,8.3%,12,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",0.0%,50.0%,0.0%,0.0%,50.0%,4,,,,,,,
,Service Provider,0.0%,100.0%,0.0%,0.0%,0.0%,1,,,,,,,
,Business Dev Director,0.0%,50.0%,50.0%,0.0%,0.0%,2,,,,,,,
,Other/Research,0.0%,0.0%,100.0%,0.0%,0.0%,2,,,,,,,
NJ Employees,Less than 10,0.0%,25.0%,62.5%,0.0%,12.5%,8,,,,,,,
,10 - 49,20.0%,40.0%,20.0%,20.0%,0.0%,5,,,,,,,
,50 or More,0.0%,0.0%,25.0%,50.0%,25.0%,4,,,,,,,
BioNJ Membership,Former member,9.1%,27.3%,54.5%,9.1%,0.0%,11,,,,,,,
,Never member,0.0%,27.3%,27.3%,18.2%,27.3%,11,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,0.0%,20.0%,60.0%,20.0%,0.0%,10,,,,,,,
,Some responsibility,11.1%,33.3%,22.2%,11.1%,22.2%,9,,,,,,,
,No responsibility,0.0%,33.3%,33.3%,0.0%,33.3%,3,,,,,,,
,,,,,,,,,,,,,,
"Q8  Reasons for discontinuing membership in BioNJ, or for not joining at all (check all that apply) (non-member)",,,,,,,,,,,,,,
,,Cost of membership,Do not agree with the mission of BioNJ,Did not realize the benefits of the membership,Not enough networking opportunities,Not enough educational events,Not applicable to our company,Programs not of interest,Other, ,,,,
,,,,,,,,,,Count,,,,
All Respondents,_____________   _____________,31.8%,4.5%,22.7%,4.5%,4.5%,22.7%,9.1%,40.9%,22,,,,
Organization Type,Biotechnology/ Life Science R&D,50.0%,12.5%,37.5%,0.0%,0.0%,0.0%,12.5%,50.0%,8,,,,
,Biotechnology/ Life Science Service,14.3%,0.0%,28.6%,14.3%,14.3%,28.6%,0.0%,57.1%,7,,,,
,Other,16.7%,0.0%,0.0%,0.0%,0.0%,50.0%,16.7%,16.7%,6,,,,
Position,CEO/CFO,33.3%,8.3%,33.3%,8.3%,0.0%,8.3%,16.7%,41.7%,12,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",25.0%,0.0%,25.0%,0.0%,0.0%,25.0%,0.0%,50.0%,4,,,,
,Service Provider,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1,,,,
,Business Dev Director,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,2,,,,
,Other/Research,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,2,,,,
NJ Employees,Less than 10,25.0%,0.0%,0.0%,12.5%,0.0%,37.5%,12.5%,37.5%,8,,,,
,10 - 49,40.0%,0.0%,0.0%,0.0%,0.0%,20.0%,20.0%,60.0%,5,,,,
,50 or More,25.0%,25.0%,75.0%,0.0%,0.0%,0.0%,0.0%,25.0%,4,,,,
BioNJ Membership,Former member,45.5%,0.0%,18.2%,9.1%,0.0%,18.2%,9.1%,27.3%,11,,,,
,Never member,18.2%,9.1%,27.3%,0.0%,9.1%,27.3%,9.1%,54.5%,11,,,,
Decision to join organizations like BioNJ,Primary responsibility,50.0%,0.0%,20.0%,10.0%,0.0%,10.0%,20.0%,30.0%,10,,,,
,Some responsibility,22.2%,11.1%,33.3%,0.0%,11.1%,22.2%,0.0%,55.6%,9,,,,
,No responsibility,0.0%,0.0%,0.0%,0.0%,0.0%,66.7%,0.0%,33.3%,3,,,,
,,,,,,,,,,,,,,
Q9 How strongly you agree or disagree that the following actions taken by BioNJ will motivate you to join/rejoin? (non-member),,,,,,,,,,,,,,
,Strongly Agree,Agree,Neutral,Disagree,Strongly Disagree,,,,,,,,,
Provide leadership opportunities,11.1%,38.9%,44.4%,0.0%,5.6%,,,,,,,,,
Provide opportunities to participate on committees,5.3%,36.8%,36.8%,15.8%,5.3%,,,,,,,,,
Focus on the needs of early-stage companies,31.6%,10.5%,42.1%,10.5%,5.3%,,,,,,,,,
Send an invitation to join,0.0%,36.8%,36.8%,21.1%,5.3%,,,,,,,,,
Increase the scope of BioNJ's legislative efforts,15.8%,15.8%,57.9%,5.3%,5.3%,,,,,,,,,
Offer events specifically for technology transfer,5.6%,38.9%,50.0%,0.0%,5.6%,,,,,,,,,
Offer social/informal networking opportunities,15.8%,42.1%,31.6%,5.3%,5.3%,,,,,,,,,
Provide periodic market data reports,5.3%,36.8%,47.4%,5.3%,5.3%,,,,,,,,,
Increase international opportunities for members,10.5%,26.3%,52.6%,5.3%,5.3%,,,,,,,,,
Provide information and updates on patents and IP,5.3%,42.1%,42.1%,5.3%,5.3%,,,,,,,,,
Opportunities for supplier members to be in contact with regular members,36.8%,15.8%,31.6%,15.8%,0.0%,,,,,,,,,
Offer a trial membership rate,10.5%,26.3%,47.4%,10.5%,5.3%,,,,,,,,,
Host investor events,5.3%,47.4%,36.8%,5.3%,5.3%,,,,,,,,,
Offer executive training,5.3%,36.8%,47.4%,5.3%,5.3%,,,,,,,,,
Make available information on industry best practices,10.5%,42.1%,36.8%,5.3%,5.3%,,,,,,,,,
,,,,,,,,,,,,,,
Q9a Provide leadership opportunities (non-member),,,,,,,,,,,,,,
,,Provide leadership opportunities,,,,Total,,,,,,,,
,,Strongly Agree,Agree,Neutral,Strongly Disagree,Count,,,,,,,,
All Respondents,_____________   _____________,11.1%,38.9%,44.4%,5.6%,18,,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,14.3%,28.6%,42.9%,14.3%,7,,,,,,,,
,Biotechnology/ Life Science Service,20.0%,60.0%,20.0%,0.0%,5,,,,,,,,
,Other,0.0%,33.3%,66.7%,0.0%,6,,,,,,,,
Position,CEO/CFO,20.0%,20.0%,60.0%,0.0%,10,,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",0.0%,50.0%,25.0%,25.0%,4,,,,,,,,
,Business Dev Director,0.0%,50.0%,50.0%,0.0%,2,,,,,,,,
,Other/Research,0.0%,100.0%,0.0%,0.0%,2,,,,,,,,
NJ Employees,Less than 10,0.0%,42.9%,57.1%,0.0%,7,,,,,,,,
,10 - 49,20.0%,20.0%,60.0%,0.0%,5,,,,,,,,
,50 or More,33.3%,66.7%,0.0%,0.0%,3,,,,,,,,
BioNJ Membership,Former member,22.2%,22.2%,55.6%,0.0%,9,,,,,,,,
,Never member,0.0%,55.6%,33.3%,11.1%,9,,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,22.2%,22.2%,55.6%,0.0%,9,,,,,,,,
,Some responsibility,0.0%,50.0%,33.3%,16.7%,6,,,,,,,,
,No responsibility,0.0%,66.7%,33.3%,0.0%,3,,,,,,,,
,,,,,,,,,,,,,,
Q9b Provide opportunities to participate on committees (non-member),,,,,,,,,,,,,,
,,Provide opportunities to participate on committees,,,,,Total,,,,,,,
,,Strongly Agree,Agree,Neutral,Disagree,Strongly Disagree,Count,,,,,,,
All Respondents,_____________   _____________,5.3%,36.8%,36.8%,15.8%,5.3%,19,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,12.5%,25.0%,37.5%,12.5%,12.5%,8,,,,,,,
,Biotechnology/ Life Science Service,0.0%,80.0%,20.0%,0.0%,0.0%,5,,,,,,,
,Other,0.0%,16.7%,50.0%,33.3%,0.0%,6,,,,,,,
Position,CEO/CFO,9.1%,27.3%,45.5%,18.2%,0.0%,11,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",0.0%,50.0%,25.0%,0.0%,25.0%,4,,,,,,,
,Business Dev Director,0.0%,0.0%,50.0%,50.0%,0.0%,2,,,,,,,
,Other/Research,0.0%,100.0%,0.0%,0.0%,0.0%,2,,,,,,,
NJ Employees,Less than 10,0.0%,37.5%,25.0%,37.5%,0.0%,8,,,,,,,
,10 - 49,20.0%,20.0%,60.0%,0.0%,0.0%,5,,,,,,,
,50 or More,0.0%,33.3%,66.7%,0.0%,0.0%,3,,,,,,,
BioNJ Membership,Former member,10.0%,40.0%,40.0%,10.0%,0.0%,10,,,,,,,
,Never member,0.0%,33.3%,33.3%,22.2%,11.1%,9,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,11.1%,44.4%,22.2%,22.2%,0.0%,9,,,,,,,
,Some responsibility,0.0%,28.6%,57.1%,0.0%,14.3%,7,,,,,,,
,No responsibility,0.0%,33.3%,33.3%,33.3%,0.0%,3,,,,,,,
,,,,,,,,,,,,,,
Q9c Focus on the needs of early-stage companies (non-member),,,,,,,,,,,,,,
,,Focus on the needs of early-stage companies,,,,,Total,,,,,,,
,,Strongly Agree,Agree,Neutral,Disagree,Strongly Disagree,Count,,,,,,,
All Respondents,_____________   _____________,31.6%,10.5%,42.1%,10.5%,5.3%,19,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,37.5%,12.5%,37.5%,0.0%,12.5%,8,,,,,,,
,Biotechnology/ Life Science Service,20.0%,20.0%,40.0%,20.0%,0.0%,5,,,,,,,
,Other,33.3%,0.0%,50.0%,16.7%,0.0%,6,,,,,,,
Position,CEO/CFO,27.3%,18.2%,54.5%,0.0%,0.0%,11,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",25.0%,0.0%,50.0%,0.0%,25.0%,4,,,,,,,
,Business Dev Director,50.0%,0.0%,0.0%,50.0%,0.0%,2,,,,,,,
,Other/Research,50.0%,0.0%,0.0%,50.0%,0.0%,2,,,,,,,
NJ Employees,Less than 10,37.5%,12.5%,37.5%,12.5%,0.0%,8,,,,,,,
,10 - 49,40.0%,20.0%,40.0%,0.0%,0.0%,5,,,,,,,
,50 or More,0.0%,0.0%,66.7%,33.3%,0.0%,3,,,,,,,
BioNJ Membership,Former member,50.0%,10.0%,30.0%,10.0%,0.0%,10,,,,,,,
,Never member,11.1%,11.1%,55.6%,11.1%,11.1%,9,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,33.3%,22.2%,44.4%,0.0%,0.0%,9,,,,,,,
,Some responsibility,42.9%,0.0%,28.6%,14.3%,14.3%,7,,,,,,,
,No responsibility,0.0%,0.0%,66.7%,33.3%,0.0%,3,,,,,,,
,,,,,,,,,,,,,,
Q9d Send an invitation to join (non-member),,,,,,,,,,,,,,
,,Send an invitation to join,,,,Total,,,,,,,,
,,Agree,Neutral,Disagree,Strongly Disagree,Count,,,,,,,,
All Respondents,_____________   _____________,36.8%,36.8%,21.1%,5.3%,19,,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,37.5%,37.5%,12.5%,12.5%,8,,,,,,,,
,Biotechnology/ Life Science Service,60.0%,40.0%,0.0%,0.0%,5,,,,,,,,
,Other,16.7%,33.3%,50.0%,0.0%,6,,,,,,,,
Position,CEO/CFO,27.3%,45.5%,27.3%,0.0%,11,,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",50.0%,25.0%,0.0%,25.0%,4,,,,,,,,
,Business Dev Director,0.0%,50.0%,50.0%,0.0%,2,,,,,,,,
,Other/Research,100.0%,0.0%,0.0%,0.0%,2,,,,,,,,
NJ Employees,Less than 10,25.0%,50.0%,25.0%,0.0%,8,,,,,,,,
,10 - 49,40.0%,40.0%,20.0%,0.0%,5,,,,,,,,
,50 or More,66.7%,33.3%,0.0%,0.0%,3,,,,,,,,
BioNJ Membership,Former member,30.0%,40.0%,30.0%,0.0%,10,,,,,,,,
,Never member,44.4%,33.3%,11.1%,11.1%,9,,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,33.3%,44.4%,22.2%,0.0%,9,,,,,,,,
,Some responsibility,42.9%,28.6%,14.3%,14.3%,7,,,,,,,,
,No responsibility,33.3%,33.3%,33.3%,0.0%,3,,,,,,,,
,,,,,,,,,,,,,,
Q9e Increase the scope of BioNJ's legislative efforts (non-member),,,,,,,,,,,,,,
,,Increase the scope of BioNJ's legislative efforts,,,,,Total,,,,,,,
,,Strongly Agree,Agree,Neutral,Disagree,Strongly Disagree,Count,,,,,,,
All Respondents,_____________   _____________,15.8%,15.8%,57.9%,5.3%,5.3%,19,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,25.0%,25.0%,37.5%,0.0%,12.5%,8,,,,,,,
,Biotechnology/ Life Science Service,20.0%,0.0%,80.0%,0.0%,0.0%,5,,,,,,,
,Other,0.0%,16.7%,66.7%,16.7%,0.0%,6,,,,,,,
Position,CEO/CFO,18.2%,18.2%,63.6%,0.0%,0.0%,11,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",0.0%,0.0%,75.0%,0.0%,25.0%,4,,,,,,,
,Business Dev Director,0.0%,0.0%,50.0%,50.0%,0.0%,2,,,,,,,
,Other/Research,50.0%,50.0%,0.0%,0.0%,0.0%,2,,,,,,,
NJ Employees,Less than 10,12.5%,12.5%,62.5%,12.5%,0.0%,8,,,,,,,
,10 - 49,20.0%,20.0%,60.0%,0.0%,0.0%,5,,,,,,,
,50 or More,33.3%,33.3%,33.3%,0.0%,0.0%,3,,,,,,,
BioNJ Membership,Former member,30.0%,10.0%,60.0%,0.0%,0.0%,10,,,,,,,
,Never member,0.0%,22.2%,55.6%,11.1%,11.1%,9,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,11.1%,22.2%,66.7%,0.0%,0.0%,9,,,,,,,
,Some responsibility,28.6%,14.3%,42.9%,0.0%,14.3%,7,,,,,,,
,No responsibility,0.0%,0.0%,66.7%,33.3%,0.0%,3,,,,,,,
,,,,,,,,,,,,,,
Q9f Offer events specifically for technology transfer (non-member),,,,,,,,,,,,,,
,,Offer events specifically for technology transfer,,,,Total,,,,,,,,
,,Strongly Agree,Agree,Neutral,Strongly Disagree,Count,,,,,,,,
All Respondents,_____________   _____________,5.6%,38.9%,50.0%,5.6%,18,,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,12.5%,50.0%,25.0%,12.5%,8,,,,,,,,
,Biotechnology/ Life Science Service,0.0%,20.0%,80.0%,0.0%,5,,,,,,,,
,Other,0.0%,40.0%,60.0%,0.0%,5,,,,,,,,
Position,CEO/CFO,9.1%,36.4%,54.5%,0.0%,11,,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",0.0%,0.0%,75.0%,25.0%,4,,,,,,,,
,Business Dev Director,0.0%,100.0%,0.0%,0.0%,1,,,,,,,,
,Other/Research,0.0%,100.0%,0.0%,0.0%,2,,,,,,,,
NJ Employees,Less than 10,0.0%,50.0%,50.0%,0.0%,8,,,,,,,,
,10 - 49,25.0%,25.0%,50.0%,0.0%,4,,,,,,,,
,50 or More,0.0%,33.3%,66.7%,0.0%,3,,,,,,,,
BioNJ Membership,Former member,11.1%,44.4%,44.4%,0.0%,9,,,,,,,,
,Never member,0.0%,33.3%,55.6%,11.1%,9,,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,11.1%,44.4%,44.4%,0.0%,9,,,,,,,,
,Some responsibility,0.0%,33.3%,50.0%,16.7%,6,,,,,,,,
,No responsibility,0.0%,33.3%,66.7%,0.0%,3,,,,,,,,
,,,,,,,,,,,,,,
Q9g Offer social/informal networking opportunities (non-member),,,,,,,,,,,,,,
,,Offer social/informal networking opportunities,,,,,Total,,,,,,,
,,Strongly Agree,Agree,Neutral,Disagree,Strongly Disagree,Count,,,,,,,
All Respondents,_____________   _____________,15.8%,42.1%,31.6%,5.3%,5.3%,19,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,25.0%,37.5%,25.0%,0.0%,12.5%,8,,,,,,,
,Biotechnology/ Life Science Service,0.0%,60.0%,20.0%,20.0%,0.0%,5,,,,,,,
,Other,16.7%,33.3%,50.0%,0.0%,0.0%,6,,,,,,,
Position,CEO/CFO,18.2%,36.4%,45.5%,0.0%,0.0%,11,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",0.0%,25.0%,25.0%,25.0%,25.0%,4,,,,,,,
,Business Dev Director,50.0%,50.0%,0.0%,0.0%,0.0%,2,,,,,,,
,Other/Research,0.0%,100.0%,0.0%,0.0%,0.0%,2,,,,,,,
NJ Employees,Less than 10,12.5%,62.5%,25.0%,0.0%,0.0%,8,,,,,,,
,10 - 49,40.0%,20.0%,40.0%,0.0%,0.0%,5,,,,,,,
,50 or More,0.0%,33.3%,66.7%,0.0%,0.0%,3,,,,,,,
BioNJ Membership,Former member,20.0%,50.0%,30.0%,0.0%,0.0%,10,,,,,,,
,Never member,11.1%,33.3%,33.3%,11.1%,11.1%,9,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,22.2%,44.4%,33.3%,0.0%,0.0%,9,,,,,,,
,Some responsibility,14.3%,42.9%,28.6%,0.0%,14.3%,7,,,,,,,
,No responsibility,0.0%,33.3%,33.3%,33.3%,0.0%,3,,,,,,,
,,,,,,,,,,,,,,
Q9h Provide periodic market data reports (non-member),,,,,,,,,,,,,,
,,Provide periodic market data reports,,,,,Total,,,,,,,
,,Strongly Agree,Agree,Neutral,Disagree,Strongly Disagree,Count,,,,,,,
All Respondents,_____________   _____________,5.3%,36.8%,47.4%,5.3%,5.3%,19,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,12.5%,37.5%,37.5%,0.0%,12.5%,8,,,,,,,
,Biotechnology/ Life Science Service,0.0%,60.0%,40.0%,0.0%,0.0%,5,,,,,,,
,Other,0.0%,16.7%,66.7%,16.7%,0.0%,6,,,,,,,
Position,CEO/CFO,9.1%,36.4%,54.5%,0.0%,0.0%,11,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",0.0%,50.0%,25.0%,0.0%,25.0%,4,,,,,,,
,Business Dev Director,0.0%,0.0%,50.0%,50.0%,0.0%,2,,,,,,,
,Other/Research,0.0%,50.0%,50.0%,0.0%,0.0%,2,,,,,,,
NJ Employees,Less than 10,0.0%,50.0%,37.5%,12.5%,0.0%,8,,,,,,,
,10 - 49,20.0%,40.0%,40.0%,0.0%,0.0%,5,,,,,,,
,50 or More,0.0%,0.0%,100.0%,0.0%,0.0%,3,,,,,,,
BioNJ Membership,Former member,10.0%,30.0%,60.0%,0.0%,0.0%,10,,,,,,,
,Never member,0.0%,44.4%,33.3%,11.1%,11.1%,9,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,11.1%,44.4%,44.4%,0.0%,0.0%,9,,,,,,,
,Some responsibility,0.0%,28.6%,57.1%,0.0%,14.3%,7,,,,,,,
,No responsibility,0.0%,33.3%,33.3%,33.3%,0.0%,3,,,,,,,
,,,,,,,,,,,,,,
Q9i Increase international opportunities for members (non-member),,,,,,,,,,,,,,
,,Increase international opportunities for members,,,,,Total,,,,,,,
,,Strongly Agree,Agree,Neutral,Disagree,Strongly Disagree,Count,,,,,,,
All Respondents,_____________   _____________,10.5%,26.3%,52.6%,5.3%,5.3%,19,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,12.5%,25.0%,37.5%,12.5%,12.5%,8,,,,,,,
,Biotechnology/ Life Science Service,20.0%,20.0%,60.0%,0.0%,0.0%,5,,,,,,,
,Other,0.0%,33.3%,66.7%,0.0%,0.0%,6,,,,,,,
Position,CEO/CFO,9.1%,18.2%,63.6%,9.1%,0.0%,11,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",25.0%,0.0%,50.0%,0.0%,25.0%,4,,,,,,,
,Business Dev Director,0.0%,50.0%,50.0%,0.0%,0.0%,2,,,,,,,
,Other/Research,0.0%,100.0%,0.0%,0.0%,0.0%,2,,,,,,,
NJ Employees,Less than 10,12.5%,25.0%,50.0%,12.5%,0.0%,8,,,,,,,
,10 - 49,20.0%,20.0%,60.0%,0.0%,0.0%,5,,,,,,,
,50 or More,0.0%,33.3%,66.7%,0.0%,0.0%,3,,,,,,,
BioNJ Membership,Former member,10.0%,30.0%,60.0%,0.0%,0.0%,10,,,,,,,
,Never member,11.1%,22.2%,44.4%,11.1%,11.1%,9,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,11.1%,33.3%,44.4%,11.1%,0.0%,9,,,,,,,
,Some responsibility,14.3%,14.3%,57.1%,0.0%,14.3%,7,,,,,,,
,No responsibility,0.0%,33.3%,66.7%,0.0%,0.0%,3,,,,,,,
,,,,,,,,,,,,,,
Q9j Provide information and updates on patents and IP (non-member),,,,,,,,,,,,,,
,,Provide information and updates on patents and IP,,,,,Total,,,,,,,
,,Strongly Agree,Agree,Neutral,Disagree,Strongly Disagree,Count,,,,,,,
All Respondents,_____________   _____________,5.3%,42.1%,42.1%,5.3%,5.3%,19,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,12.5%,62.5%,12.5%,0.0%,12.5%,8,,,,,,,
,Biotechnology/ Life Science Service,0.0%,40.0%,60.0%,0.0%,0.0%,5,,,,,,,
,Other,0.0%,16.7%,66.7%,16.7%,0.0%,6,,,,,,,
Position,CEO/CFO,9.1%,45.5%,45.5%,0.0%,0.0%,11,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",0.0%,50.0%,25.0%,0.0%,25.0%,4,,,,,,,
,Business Dev Director,0.0%,0.0%,50.0%,50.0%,0.0%,2,,,,,,,
,Other/Research,0.0%,50.0%,50.0%,0.0%,0.0%,2,,,,,,,
NJ Employees,Less than 10,0.0%,50.0%,37.5%,12.5%,0.0%,8,,,,,,,
,10 - 49,20.0%,40.0%,40.0%,0.0%,0.0%,5,,,,,,,
,50 or More,0.0%,33.3%,66.7%,0.0%,0.0%,3,,,,,,,
BioNJ Membership,Former member,10.0%,20.0%,70.0%,0.0%,0.0%,10,,,,,,,
,Never member,0.0%,66.7%,11.1%,11.1%,11.1%,9,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,11.1%,44.4%,44.4%,0.0%,0.0%,9,,,,,,,
,Some responsibility,0.0%,42.9%,42.9%,0.0%,14.3%,7,,,,,,,
,No responsibility,0.0%,33.3%,33.3%,33.3%,0.0%,3,,,,,,,
,,,,,,,,,,,,,,
Q9k Opportunities for supplier members to be in contact with regular members (non-member),,,,,,,,,,,,,,
,,Opportunities for supplier members to be in contact with regular members,,,,Total,,,,,,,,
,,Strongly Agree,Agree,Neutral,Disagree,Count,,,,,,,,
All Respondents,_____________   _____________,36.8%,15.8%,31.6%,15.8%,19,,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,25.0%,25.0%,37.5%,12.5%,8,,,,,,,,
,Biotechnology/ Life Science Service,80.0%,0.0%,0.0%,20.0%,5,,,,,,,,
,Other,16.7%,16.7%,50.0%,16.7%,6,,,,,,,,
Position,CEO/CFO,36.4%,9.1%,45.5%,9.1%,11,,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",25.0%,25.0%,25.0%,25.0%,4,,,,,,,,
,Business Dev Director,50.0%,0.0%,0.0%,50.0%,2,,,,,,,,
,Other/Research,50.0%,50.0%,0.0%,0.0%,2,,,,,,,,
NJ Employees,Less than 10,25.0%,12.5%,37.5%,25.0%,8,,,,,,,,
,10 - 49,40.0%,0.0%,60.0%,0.0%,5,,,,,,,,
,50 or More,66.7%,33.3%,0.0%,0.0%,3,,,,,,,,
BioNJ Membership,Former member,60.0%,10.0%,20.0%,10.0%,10,,,,,,,,
,Never member,11.1%,22.2%,44.4%,22.2%,9,,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,44.4%,11.1%,44.4%,0.0%,9,,,,,,,,
,Some responsibility,42.9%,28.6%,14.3%,14.3%,7,,,,,,,,
,No responsibility,0.0%,0.0%,33.3%,66.7%,3,,,,,,,,
,,,,,,,,,,,,,,
Q9l Offer a trial membership rate (non-member),,,,,,,,,,,,,,
,,Offer a trial membership rate,,,,,Total,,,,,,,
,,Strongly Agree,Agree,Neutral,Disagree,Strongly Disagree,Count,,,,,,,
